# Time-averaged data for fix rdfout
# TimeStep Number-of-rows
# Row c_myrdf[1] c_myrdf[2] c_myrdf[3] c_myrdf[4] c_myrdf[5] c_myrdf[6] c_myrdf[7]
20000 200
83 4.95 1.1403 12.0904 1.23428 12.772 1.18409 12.5932
84 5.01 1.12695 12.6456 1.2049 13.3656 1.20087 13.186
85 5.07 1.16545 13.2336 1.20113 13.9716 1.21613 13.8008
86 5.13 1.14919 13.8272 1.18791 14.5852 1.24504 14.4452
87 5.19 1.18935 14.456 1.23853 15.24 1.2319 15.0978
88 5.25 1.23034 15.1216 1.16824 15.872 1.27622 15.7896
89 5.31 1.18101 15.7752 1.11813 16.4908 1.26088 16.4888
90 5.37 1.25371 16.4848 1.08975 17.1076 1.217 17.179
91 5.43 1.26279 17.2156 1.14667 17.7712 1.173 17.8592
92 5.49 1.18666 17.9176 1.05886 18.3976 1.15527 18.544
93 5.55 1.18297 18.6328 1.0738 19.0468 1.14396 19.237
94 5.61 1.15133 19.344 1.06132 19.7024 1.1193 19.9298
95 5.67 1.15371 20.072 0.992067 20.3284 1.08182 20.6138
96 5.73 1.12533 20.7972 0.960227 20.9472 1.04565 21.289
97 5.79 1.10031 21.5212 0.977511 21.5904 1.01378 21.9574
98 5.85 1.00758 22.198 0.926597 22.2128 1.013 22.6392
99 5.91 1.04499 22.9144 0.927716 22.8488 0.961964 23.3
100 5.97 0.946901 23.5768 0.839403 23.436 0.9296 23.9516
101 6.03 0.957857 24.2604 0.840717 24.036 0.939999 24.6238
102 6.09 0.929735 24.9372 0.906656 24.696 0.91444 25.2908
103 6.15 0.898212 25.604 0.836786 25.3172 0.904212 25.9634
104 6.21 0.914232 26.296 0.88728 25.9888 0.889461 26.638
105 6.27 0.88334 26.9776 0.881266 26.6688 0.879245 27.3178
106 6.33 0.913466 27.696 0.947034 27.4136 0.870524 28.0038
107 6.39 0.87543 28.3976 0.890902 28.1276 0.88663 28.7158
108 6.45 0.882732 29.1184 0.89155 28.8556 0.882433 29.4378
109 6.51 0.853552 29.8284 0.897793 29.6024 0.883999 30.1746
110 6.57 0.866361 30.5624 0.885719 30.3528 0.917166 30.9532
111 6.63 0.878569 31.3204 0.924932 31.1508 0.897171 31.7288
112 6.69 0.880184 32.0936 0.951673 31.9868 0.934319 32.5512
113 6.75 0.880708 32.8812 0.942434 32.8296 0.940772 33.3942
114 6.81 0.943917 33.7404 0.986104 33.7272 0.961545 34.2712
115 6.87 0.916707 34.5896 0.953841 34.6108 0.944177 35.1476
116 6.93 0.921271 35.458 0.988319 35.5424 0.990577 36.0832
117 6.99 0.968922 36.3872 1.01522 36.516 0.976558 37.0216
118 7.05 0.962341 37.326 1.04025 37.5308 1.01525 38.014
119 7.11 0.979225 38.2976 1.03083 38.5536 1.03178 39.0398
120 7.17 1.02792 39.3348 1.02673 39.5896 1.03892 40.0902
121 7.23 1.00703 40.368 1.07993 40.6976 1.03711 41.1564
122 7.29 1.0607 41.4744 1.06952 41.8132 1.07618 42.2812
123 7.35 1.04043 42.5776 1.05929 42.9364 1.06282 43.4104
124 7.41 1.05817 43.718 1.07524 44.0952 1.05716 44.552
125 7.47 1.08068 44.9016 1.06315 45.2596 1.0849 45.7426
126 7.53 1.05239 46.0728 1.09192 46.4748 1.07396 46.9402
127 7.59 1.06659 47.2788 1.05456 47.6672 1.08494 48.1694
128 7.65 1.08997 48.5308 1.07674 48.904 1.06069 49.3902
129 7.71 1.09879 49.8128 1.08199 50.1664 1.07367 50.6454
130 7.77 1.03901 51.044 1.04745 51.4076 1.05799 51.9016
131 7.83 1.06271 52.3228 1.03611 52.6544 1.06606 53.187
132 7.89 1.07018 53.6304 1.05446 53.9428 1.05562 54.4794
133 7.95 1.07666 54.966 1.05537 55.252 1.04506 55.7784
134 8.01 1.05074 56.2892 0.995789 56.506 1.03976 57.0904
135 8.07 1.02766 57.6028 0.99105 57.7728 1.00968 58.3836
136 8.13 1.01224 58.916 0.987576 59.054 1.01222 59.6994
137 8.19 1.02238 60.262 0.968602 60.3292 1.017 61.041
138 8.25 1.04739 61.6612 0.98271 61.642 0.999272 62.3786
139 8.31 1.02346 63.0484 0.942601 62.9196 0.99373 63.7282
140 8.37 0.996042 64.418 0.979461 64.2664 0.974599 65.071
141 8.43 1.00342 65.8176 0.942913 65.5816 0.971507 66.4288
142 8.49 0.943769 67.1528 0.965257 66.9472 0.954297 67.7816
143 8.55 0.967369 68.5408 0.958448 68.3224 0.958618 69.1598
144 8.61 0.946511 69.918 0.96548 69.7272 0.95038 70.5454
145 8.67 0.947825 71.3164 0.961381 71.1456 0.954317 71.9562
146 8.73 0.938852 72.7208 0.965058 72.5892 0.954321 73.3866
147 8.79 0.950346 74.162 0.946125 74.024 0.973058 74.8652
148 8.85 0.955977 75.6316 0.970289 75.5156 0.947444 76.3246
149 8.91 0.932107 77.084 0.957008 77.0068 0.967776 77.8356
150 8.97 0.955139 78.5924 0.992372 78.574 0.970544 79.3714
151 9.03 0.964982 80.1368 0.980728 80.1436 0.975649 80.936
152 9.09 0.974977 81.718 1.00211 81.7688 0.98238 82.5324
153 9.15 0.9856 83.3376 1.00215 83.4156 0.975005 84.1378
154 9.21 0.968716 84.9504 0.978807 85.0452 0.966659 85.7504
155 9.27 1.0008 86.6384 0.982304 86.702 0.96389 87.3794
156 9.33 0.968306 88.2928 0.991717 88.3964 0.996977 89.0862
157 9.39 1.01722 90.0532 1.00728 90.1396 1.00723 90.8328
158 9.45 1.01188 91.8268 1.02968 91.9444 1.0176 92.62
159 9.51 0.989909 93.584 1.01177 93.7404 1.0012 94.4008
160 9.57 1.02315 95.4232 1.02093 95.5756 1.01 96.22
161 9.63 1.01242 97.266 1.04494 97.4776 1.00404 98.0512
162 9.69 0.997317 99.104 1.03183 99.3792 1.02446 99.943
163 9.75 1.01917 101.006 1.02989 101.301 1.02601 101.861
164 9.81 1.03257 102.956 1.04697 103.278 1.03009 103.811
165 9.87 1.04098 104.946 1.01838 105.226 1.02574 105.776
166 9.93 1.01852 106.918 1.04766 107.253 1.02308 107.76
167 9.99 1.04246 108.96 1.03001 109.271 1.02153 109.765
168 10.05 1.03025 111.002 1.02622 111.305 1.02507 111.801
169 10.11 1.02464 113.058 1.05694 113.426 1.00419 113.82
170 10.17 1.04825 115.186 1.00392 115.464 1.02226 115.899
171 10.23 1.03813 117.318 1.01924 117.557 1.03052 118.02
172 10.29 1.00123 119.399 1.02009 119.677 1.00653 120.116
173 10.35 1.02086 121.545 1.02276 121.828 1.02223 122.27
174 10.41 1.01458 123.703 1.02605 124.01 1.00814 124.418
175 10.47 1.00763 125.871 0.996662 126.154 0.998751 126.572
176 10.53 1.01217 128.074 1.02007 128.374 0.999508 128.751
177 10.59 0.995282 130.265 1.01527 130.609 0.984315 130.922
178 10.65 1.00872 132.51 0.999193 132.834 1.0067 133.168
179 10.71 1.00882 134.782 0.993536 135.07 0.994209 135.411
180 10.77 1.00745 137.075 0.999188 137.345 0.985968 137.66
181 10.83 0.994751 139.365 0.998226 139.643 0.962588 139.88
182 10.89 0.982273 141.652 0.993958 141.957 0.969075 142.14
183 10.95 1.01386 144.038 0.984965 144.275 0.965523 144.417
184 11.01 0.978294 146.365 0.994602 146.641 0.980112 146.754
185 11.07 1.01611 148.809 0.992996 149.03 0.965948 149.082
186 11.13 0.998606 151.237 0.975409 151.401 0.960241 151.421
187 11.19 1.00388 153.704 0.989065 153.832 0.974092 153.82
188 11.25 0.987077 156.156 0.999959 156.316 0.982692 156.266
189 11.31 0.988581 158.638 0.997981 158.822 0.997098 158.774
190 11.37 1.00513 161.189 0.984008 161.318 0.979208 161.264
191 11.43 0.976824 163.694 0.988055 163.852 0.991917 163.813
192 11.49 0.986408 166.25 1.0057 166.458 0.986977 166.375
193 11.55 0.995893 168.857 1.00078 169.078 0.979799 168.946
194 11.61 1.02463 171.568 1.00634 171.741 0.988182 171.565
195 11.67 1.00769 174.262 1.00006 174.414 1.00724 174.263
196 11.73 0.999037 176.96 1.01429 177.153 0.989279 176.94
197 11.79 1.00165 179.692 1.02584 179.952 0.989039 179.644
198 11.85 0.999224 182.446 1.00097 182.711 0.992663 182.385
199 11.91 1.0126 185.266 0.983866 185.45 0.9862 185.137
200 11.97 1.00987 188.106 1.0285 188.342 0.999334 187.953
45000 200
1 0.03 0 0 0 0 0 0
2 0.09 0 0 0 0 0 0
3 0.15 0 0 0 0 0 0
4 0.21 0 0 0 0 0 0
5 0.27 0 0 0 0 0 0
6 0.33 0 0 0 0 0 0
7 0.39 0 0 0 0 0 0
8 0.45 0 0 0 0 0 0
9 0.51 0 0 0 0 0 0
10 0.57 0 0 0 0 0 0
11 0.63 0 0 0 0 0 0
12 0.69 0 0 0 0 0 0
13 0.75 0 0 0 0 0 0
14 0.81 0 0 0 0 0 0
15 0.87 0 0 0 0 0 0
16 0.93 0 0 0 0 0 0
17 0.99 0 0 0 0 0 0
18 1.05 0 0 0 0 0 0
19 1.11 0 0 0 0 0 0
20 1.17 0 0 0 0 0 0
21 1.23 0 0 0 0 0 0
22 1.29 0 0 0 0 0 0
23 1.35 0 0 0 0 0 0
24 1.41 0 0 0 0 0 0
25 1.47 0 0 0 0 0 0
26 1.53 0 0 0 0 0 0
27 1.59 0 0 0 0 0 0
28 1.65 0 0 0 0 0 0
29 1.71 0 0 0 0 0 0
30 1.77 0 0 0 0 0 0
31 1.83 0 0 0 0 0 0
32 1.89 0 0 0 0 0 0
33 1.95 0 0 0 0 0 0
34 2.01 0 0 0 0 0 0
35 2.07 0 0 0 0 0 0
36 2.13 0 0 0.00449168 0.0004 0 0
37 2.19 0 0 0.0509874 0.0052 0 0
38 2.25 0 0 0.213345 0.0264 0 0
39 2.31 0 0 0.725608 0.1024 0.0419249 0.0044
40 2.37 0.00362808 0.0004 1.37141 0.2536 0.215439 0.0282
41 2.43 0.0448648 0.0056 1.99476 0.4848 0.659571 0.1048
42 2.49 0.177489 0.0272 2.69849 0.8132 1.29242 0.2624
43 2.55 0.504571 0.0916 2.7297 1.1616 1.87037 0.5016
44 2.61 1.23252 0.2564 2.6565 1.5168 2.46309 0.8316
45 2.67 1.88669 0.5204 2.69853 1.8944 2.72309 1.2134
46 2.73 2.28592 0.8548 2.29138 2.2296 2.7589 1.6178
47 2.79 2.50806 1.238 1.96613 2.53 2.64413 2.0226
48 2.85 2.69962 1.6684 1.77884 2.8136 2.34618 2.3974
49 2.91 2.54854 2.092 1.6148 3.082 2.08111 2.744
50 2.97 2.38654 2.5052 1.45549 3.334 1.92179 3.0774
51 3.03 2.19752 2.9012 1.18977 3.5484 1.74785 3.393
52 3.09 1.96147 3.2688 1.1184 3.758 1.47721 3.6704
53 3.15 1.78066 3.6156 0.989941 3.9508 1.35589 3.935
54 3.21 1.61583 3.9424 0.856371 4.124 1.16948 4.172
55 3.27 1.34934 4.2256 0.909091 4.3148 1.14883 4.4136
56 3.33 1.14494 4.4748 0.838033 4.4972 0.984004 4.6282
57 3.39 1.07995 4.7184 0.757206 4.668 0.909661 4.8338
58 3.45 0.994772 4.9508 0.715688 4.8352 0.838995 5.0302
59 3.51 0.848573 5.156 0.653385 4.9932 0.739572 5.2094
60 3.57 0.83628 5.3652 0.737142 5.1776 0.757211 5.3992
61 3.63 0.748547 5.5588 0.612447 5.336 0.651353 5.568
62 3.69 0.679501 5.7404 0.670521 5.5152 0.687104 5.752
63 3.75 0.684017 5.9292 0.66083 5.6976 0.68048 5.9402
64 3.81 0.644392 6.1128 0.593852 5.8668 0.685137 6.1358
65 3.87 0.670831 6.31 0.606877 6.0452 0.602269 6.3132
66 3.93 0.643907 6.5052 0.670296 6.2484 0.605089 6.497
67 3.99 0.66053 6.7116 0.646449 6.4504 0.640684 6.6976
68 4.05 0.632407 6.9152 0.716893 6.6812 0.667721 6.913
69 4.11 0.606839 7.1164 0.733515 6.9244 0.686295 7.141
70 4.17 0.608253 7.324 0.738342 7.1764 0.674875 7.3718
71 4.23 0.654902 7.554 0.834858 7.4696 0.732592 7.6296
72 4.29 0.657751 7.7916 0.864821 7.782 0.757 7.9036
73 4.35 0.672041 8.0412 0.887439 8.1116 0.806126 8.2036
74 4.41 0.728279 8.3192 0.902227 8.456 0.812577 8.5144
75 4.47 0.797594 8.632 0.930186 8.8208 0.845876 8.8468
76 4.53 0.865985 8.9808 1.00105 9.224 0.895473 9.2082
77 4.59 0.801899 9.3124 1.10854 9.6824 0.942205 9.5986
78 4.65 0.875589 9.684 1.09425 10.1468 1.00411 10.0256
79 4.71 0.893844 10.0732 1.14831 10.6468 1.08413 10.4986
80 4.77 0.988834 10.5148 1.08557 11.1316 1.08071 10.9822
81 4.83 1.0378 10.99 1.16621 11.6656 1.13903 11.5048
82 4.89 1.10624 11.5092 1.24345 12.2492 1.14315 12.0424
83 4.95 1.16359 12.0688 1.17856 12.816 1.16624 12.6044
84 5.01 1.10422 12.6128 1.25118 13.4324 1.21019 13.2018
85 5.07 1.1924 13.2144 1.22095 14.0484 1.20228 13.8096
86 5.13 1.22817 13.8488 1.19875 14.6676 1.20949 14.4356
87 5.19 1.17951 14.4724 1.26274 15.3352 1.23152 15.088
88 5.25 1.25474 15.1512 1.19337 15.9808 1.20132 15.7392
89 5.31 1.22655 15.83 1.23089 16.662 1.21652 16.4138
90 5.37 1.27703 16.5528 1.08198 17.2744 1.18103 17.0836
91 5.43 1.19713 17.2456 1.09276 17.9068 1.17335 17.764
92 5.49 1.20559 17.9588 1.05278 18.5296 1.16269 18.4532
93 5.55 1.19488 18.6812 1.01095 19.1408 1.10962 19.1254
94 5.61 1.20831 19.4276 1.02506 19.774 1.09829 19.8052
95 5.67 1.20823 20.19 1.02503 20.4208 1.08118 20.4888
96 5.73 1.1694 20.9436 0.977606 21.0508 1.05401 21.1694
97 5.79 1.11551 21.6776 0.928271 21.6616 1.03987 21.855
98 5.85 1.06416 22.3924 0.919451 22.2792 0.974368 22.5108
99 5.91 1.0199 23.0916 0.924215 22.9128 0.945077 23.16
100 5.97 0.99093 23.7848 0.938896 23.5696 0.956991 23.8308
101 6.03 0.955615 24.4668 0.875466 24.1944 0.893013 24.4694
102 6.09 0.92369 25.1392 0.943472 24.8812 0.928423 25.1466
103 6.15 0.903061 25.8096 0.878275 25.5332 0.878132 25.7998
104 6.21 0.879882 26.4756 0.883053 26.2016 0.886033 26.4718
105 6.27 0.900447 27.1704 0.897855 26.8944 0.848463 27.1278
106 6.33 0.874811 27.8584 0.89363 27.5972 0.907578 27.843
107 6.39 0.864949 28.5516 0.911365 28.3276 0.898833 28.5648
108 6.45 0.858239 29.2524 0.880283 29.0464 0.908344 29.308
109 6.51 0.82518 29.9388 0.895869 29.7916 0.910154 30.0666
110 6.57 0.872971 30.6784 0.880997 30.538 0.883947 30.817
111 6.63 0.85307 31.4144 0.90685 31.3204 0.926089 31.6176
112 6.69 0.8943 32.2 0.910237 32.12 0.921368 32.4286
113 6.75 0.887417 32.9936 0.96614 32.984 0.949254 33.2792
114 6.81 0.859545 33.776 0.975557 33.872 0.944003 34.1402
115 6.87 0.918002 34.6264 1.03372 34.8296 0.981884 35.0516
116 6.93 0.914481 35.4884 0.99723 35.7696 0.985707 35.9826
117 6.99 0.975596 36.424 1.04817 36.7748 1.00153 36.945
118 7.05 0.94512 37.346 1.03615 37.7856 1.01259 37.9348
119 7.11 0.962696 38.3012 1.03526 38.8128 1.05089 38.9796
120 7.17 0.994222 39.3044 1.02276 39.8448 1.0492 40.0404
121 7.23 1.01327 40.344 1.07097 40.9436 1.0161 41.085
122 7.29 1.05264 41.442 1.05264 42.0416 1.02815 42.1596
123 7.35 1.06043 42.5664 1.09438 43.202 1.044 43.2688
124 7.41 1.05223 43.7004 1.0719 44.3572 1.04827 44.4008
125 7.47 1.08141 44.8848 1.06607 45.5248 1.06722 45.572
126 7.53 1.05814 46.0624 1.06569 46.7108 1.06302 46.7574
127 7.59 1.11152 47.3192 1.06412 47.914 1.05157 47.9488
128 7.65 1.12375 48.61 1.075 49.1488 1.04609 49.1528
129 7.71 1.07719 49.8668 1.07513 50.4032 1.06751 50.4008
130 7.77 1.10315 51.174 1.09977 51.7064 1.04889 51.6462
131 7.83 1.07035 52.462 1.05805 52.9796 1.05925 52.9234
132 7.89 1.09375 53.7984 1.0011 54.2028 1.04664 54.2048
133 7.95 1.05376 55.1056 1.05183 55.5076 1.03412 55.4902
134 8.01 1.059 56.4392 1.00182 56.7692 1.04325 56.8066
135 8.07 1.06146 57.796 0.958506 57.9944 1.02311 58.117
136 8.13 1.04308 59.1492 0.985418 59.2728 0.994217 59.4094
137 8.19 1.05671 60.5404 0.966475 60.5452 0.997138 60.7248
138 8.25 1.02253 61.9064 1.01595 61.9024 0.996732 62.059
139 8.31 1.01018 63.2756 1.00192 63.2604 0.996823 63.4128
140 8.37 1.01611 64.6728 0.978297 64.6056 0.99434 64.7828
141 8.43 1.00141 66.0696 0.98937 65.9856 0.994976 66.1734
142 8.49 0.980808 67.4572 0.968085 67.3552 0.974331 67.5546
143 8.55 0.998035 68.8892 0.955381 68.726 0.948741 68.9186
144 8.61 0.966579 70.2956 0.977301 70.148 0.960394 70.3188
145 8.67 0.962194 71.7152 0.962737 71.5684 0.96717 71.7486
146 8.73 0.959442 73.1504 0.949014 72.988 0.950318 73.173
147 8.79 0.953774 74.5968 0.954038 74.4348 0.967003 74.6424
148 8.85 0.964824 76.08 0.960661 75.9116 0.954974 76.1134
149 8.91 0.933648 77.5348 0.960088 77.4076 0.945487 77.5896
150 8.97 0.95134 79.0372 1.00149 78.9892 0.951586 79.0954
151 9.03 0.942989 80.5464 0.97248 80.5456 0.960184 80.6352
152 9.09 0.961905 82.1064 0.973003 82.1236 0.986319 82.238
153 9.15 0.98414 83.7236 0.968074 83.7144 0.979013 83.85
154 9.21 0.986014 85.3652 0.973041 85.3344 0.983803 85.4912
155 9.27 0.990841 87.0364 0.993213 87.0096 0.993002 87.1694
156 9.33 0.949576 88.6588 0.997336 88.7136 0.974196 88.8372
157 9.39 0.985094 90.3636 0.996881 90.4388 0.989928 90.5538
158 9.45 0.974222 92.0712 0.994989 92.1828 1.00074 92.3114
159 9.51 0.981572 93.8136 1.02303 93.9988 1.00041 94.0908
160 9.57 1.00446 95.6192 1.04296 95.8736 1.015 95.919
161 9.63 0.977699 97.3988 1.03154 97.7512 1.02717 97.7924
162 9.69 1.00405 99.2492 1.02857 99.6468 1.01298 99.663
163 9.75 0.984652 101.086 1.02238 101.554 1.03574 101.599
164 9.81 1.01119 102.996 1.01627 103.474 1.0303 103.549
165 9.87 1.01587 104.939 1.02759 105.439 1.0224 105.508
166 9.93 1.01273 106.899 1.04042 107.452 1.03215 107.51
167 9.99 1.01694 108.891 1.0443 109.498 1.03324 109.538
168 10.05 1.03974 110.952 1.01653 111.513 1.03141 111.587
169 10.11 1.02006 112.998 1.01088 113.541 1.03383 113.665
170 10.17 1.01594 115.061 1.00431 115.58 1.04419 115.789
171 10.23 1.04359 117.204 1.00951 117.654 1.01759 117.883
172 10.29 1.03742 119.36 0.994304 119.72 1.01556 119.998
173 10.35 1.02314 121.512 1.00754 121.838 1.01103 122.128
174 10.41 1.03263 123.708 1.00706 123.98 1.01124 124.283
175 10.47 1.03068 125.926 1.00354 126.14 1.02862 126.501
176 10.53 1.05389 128.219 1.0153 128.349 1.01822 128.721
177 10.59 1.01927 130.463 0.957303 130.456 1.00789 130.944
178 10.65 0.993982 132.676 0.981045 132.64 1.01109 133.2
179 10.71 1.01575 134.962 1.0042 134.901 1.00573 135.468
180 10.77 0.976348 137.185 0.975469 137.122 0.990176 137.727
181 10.83 0.992665 139.47 0.986063 139.392 1.00707 140.05
182 10.89 1.00444 141.808 0.982616 141.679 1.00252 142.388
183 10.95 0.980716 144.116 0.967118 143.955 0.990374 144.724
184 11.01 0.99477 146.483 0.972914 146.27 0.988502 147.08
185 11.07 0.972873 148.823 0.963727 148.588 0.994412 149.477
186 11.13 1.00469 151.266 0.924245 150.835 1.00047 151.914
187 11.19 0.972789 153.657 0.968069 153.214 1.00057 154.378
188 11.25 0.972746 156.073 0.975483 155.638 0.990728 156.844
189 11.31 0.985395 158.547 0.970896 158.075 0.989307 159.333
190 11.37 0.984481 161.045 0.966509 160.528 0.991951 161.855
191 11.43 0.961069 163.51 1.00319 163.1 0.995887 164.414
192 11.49 0.997831 166.095 0.997522 165.685 0.989519 166.983
193 11.55 0.974964 168.648 0.992227 168.283 1.00175 169.611
194 11.61 0.977462 171.234 0.978823 170.872 1.00146 172.266
195 11.67 0.984197 173.865 0.995121 173.532 0.989471 174.916
196 11.73 0.971043 176.487 0.978449 176.175 0.994378 177.607
197 11.79 0.99256 179.195 0.988308 178.871 0.996355 180.331
198 11.85 1.00576 181.967 1.01432 181.667 0.998602 183.089
199 11.91 0.980993 184.698 1.02294 184.515 0.994301 185.863
200 11.97 0.983984 187.466 1.01158 187.36 1.00153 188.685
50000 200
1 0.03 0 0 0 0 0 0
2 0.09 0 0 0 0 0 0
3 0.15 0 0 0 0 0 0
4 0.21 0 0 0 0 0 0
5 0.27 0 0 0 0 0 0
6 0.33 0 0 0 0 0 0
7 0.39 0 0 0 0 0 0
8 0.45 0 0 0 0 0 0
9 0.51 0 0 0 0 0 0
10 0.57 0 0 0 0 0 0
11 0.63 0 0 0 0 0 0
12 0.69 0 0 0 0 0 0
13 0.75 0 0 0 0 0 0
14 0.81 0 0 0 0 0 0
15 0.87 0 0 0 0 0 0
16 0.93 0 0 0 0 0 0
17 0.99 0 0 0 0 0 0
18 1.05 0 0 0 0 0 0
19 1.11 0 0 0 0 0 0
20 1.17 0 0 0 0 0 0
21 1.23 0 0 0 0 0 0
22 1.29 0 0 0 0 0 0
23 1.35 0 0 0 0 0 0
24 1.41 0 0 0 0 0 0
25 1.47 0 0 0 0 0 0
26 1.53 0 0 0 0 0 0
27 1.59 0 0 0 0 0 0
28 1.65 0 0 0 0 0 0
29 1.71 0 0 0 0 0 0
30 1.77 0 0 0 0 0 0
31 1.83 0 0 0 0 0 0
32 1.89 0 0 0 0 0 0
33 1.95 0 0 0 0 0 0
34 2.01 0 0 0 0 0 0
35 2.07 0 0 0 0 0 0
36 2.13 0 0 0.00449168 0.0004 0 0
37 2.19 0 0 0.0297426 0.0032 0 0
38 2.25 0 0 0.177116 0.0208 0.00602598 0.0006
39 2.31 0 0 0.664504 0.0904 0.0438305 0.0052
40 2.37 0.0108842 0.0012 1.45123 0.2504 0.215439 0.029
41 2.43 0.0207068 0.0036 1.96715 0.4784 0.601019 0.0988
42 2.49 0.187349 0.0264 2.61303 0.7964 1.23502 0.2494
43 2.55 0.58292 0.1008 2.66075 1.136 1.91729 0.4946
44 2.61 1.22354 0.2644 2.63556 1.4884 2.5034 0.83
45 2.67 1.72089 0.5052 2.57275 1.8484 2.75447 1.2162
46 2.73 2.36521 0.8512 2.37888 2.1964 2.70841 1.6132
47 2.79 2.58921 1.2468 2.03681 2.5076 2.5161 1.9984
48 2.85 2.5817 1.6584 1.9369 2.8164 2.33616 2.3716
49 2.91 2.48597 2.0716 1.65811 3.092 2.19279 2.7368
50 2.97 2.36575 2.4812 1.39311 3.3332 1.84685 3.0572
51 3.03 2.25301 2.8872 1.2608 3.5604 1.77222 3.3772
52 3.09 2.01056 3.264 1.13121 3.7724 1.53047 3.6646
53 3.15 1.75807 3.6064 1.02896 3.9728 1.35281 3.9286
54 3.21 1.47145 3.904 0.99877 4.1748 1.26126 4.1842
55 3.27 1.32647 4.1824 0.901468 4.364 1.09462 4.4144
56 3.33 1.21662 4.4472 0.839871 4.5468 0.99776 4.632
57 3.39 1.17393 4.712 0.762526 4.7188 0.907006 4.837
58 3.45 0.962241 4.9368 0.676308 4.8768 0.834724 5.0324
59 3.51 0.91143 5.1572 0.664964 5.0376 0.76516 5.2178
60 3.57 0.828285 5.3644 0.650795 5.2004 0.78035 5.4134
61 3.63 0.836702 5.5808 0.648019 5.368 0.693027 5.593
62 3.69 0.704945 5.7692 0.622627 5.5344 0.65723 5.769
63 3.75 0.685466 5.9584 0.653584 5.7148 0.669632 5.9542
64 3.81 0.685106 6.1536 0.665451 5.9044 0.624189 6.1324
65 3.87 0.681716 6.354 0.635452 6.0912 0.66202 6.3274
66 3.93 0.6096 6.5388 0.595086 6.2716 0.603114 6.5106
67 3.99 0.611886 6.73 0.669491 6.4808 0.629825 6.7078
68 4.05 0.610043 6.9264 0.668438 6.696 0.667721 6.9232
69 4.11 0.69129 7.1556 0.717831 6.934 0.677265 7.1482
70 4.17 0.611769 7.3644 0.709043 7.176 0.690665 7.3844
71 4.23 0.638957 7.5888 0.788161 7.4528 0.664959 7.6184
72 4.29 0.685434 7.8364 0.839352 7.756 0.723847 7.8804
73 4.35 0.670964 8.0856 0.845436 8.07 0.785167 8.1726
74 4.41 0.716752 8.3592 0.904323 8.4152 0.839244 8.4936
75 4.47 0.771076 8.6616 0.947525 8.7868 0.833661 8.8212
76 4.53 0.817323 8.9908 1.00899 9.1932 0.884075 9.178
77 4.59 0.827049 9.3328 1.06791 9.6348 0.934482 9.5652
78 4.65 0.893497 9.712 1.08106 10.0936 0.989535 9.986
79 4.71 0.99214 10.144 1.11616 10.5796 1.09146 10.4622
80 4.77 0.990625 10.5864 1.15722 11.0964 1.0615 10.9372
81 4.83 1.01683 11.052 1.2064 11.6488 1.08847 11.4366
82 4.89 1.07044 11.5544 1.21277 12.218 1.15378 11.9792
83 4.95 1.08956 12.0784 1.21599 12.8028 1.17579 12.5458
84 5.01 1.09935 12.62 1.24143 13.4144 1.20046 13.1384
85 5.07 1.21857 13.2348 1.24473 14.0424 1.22167 13.756
86 5.13 1.23747 13.874 1.18558 14.6548 1.15771 14.3552
87 5.19 1.20448 14.5108 1.20675 15.2928 1.21453 14.9986
88 5.25 1.2163 15.1688 1.21038 15.9476 1.2622 15.6828
89 5.31 1.23522 15.8524 1.18318 16.6024 1.20282 16.3498
90 5.37 1.2735 16.5732 1.18375 17.2724 1.22687 17.0456
91 5.43 1.21786 17.278 1.07686 17.8956 1.17956 17.7296
92 5.49 1.25495 18.0204 1.1231 18.56 1.19913 18.4404
93 5.55 1.19223 18.7412 1.05859 19.2 1.13372 19.1272
94 5.61 1.20183 19.4836 1.0529 19.8504 1.07761 19.7942
95 5.67 1.15118 20.21 1.01806 20.4928 1.06062 20.4648
96 5.73 1.1514 20.952 1.01237 21.1452 1.03791 21.135
97 5.79 1.11064 21.6828 1.00426 21.806 0.993757 21.7902
98 5.85 1.05939 22.3944 1.00461 22.4808 0.997843 22.4618
99 5.91 1.03741 23.1056 0.940553 23.1256 0.977686 23.1334
100 5.97 1.00808 23.8108 0.914309 23.7652 0.916189 23.7756
101 6.03 0.933196 24.4768 0.87939 24.3928 0.892454 24.4138
102 6.09 0.962154 25.1772 0.921492 25.0636 0.893052 25.0652
103 6.15 0.916531 25.8576 0.918687 25.7456 0.891844 25.7286
104 6.21 0.89415 26.5344 0.880939 26.4124 0.865464 26.385
105 6.27 0.900447 27.2292 0.902002 27.1084 0.869933 27.0576
106 6.33 0.9155 27.9492 0.883967 27.8036 0.863164 27.7378
107 6.39 0.856464 28.6356 0.866945 28.4984 0.865211 28.4326
108 6.45 0.861178 29.3388 0.892529 29.2272 0.853589 29.131
109 6.51 0.864131 30.0576 0.905486 29.9804 0.900076 29.8812
110 6.57 0.908853 30.8276 0.908853 30.7504 0.891251 30.6378
111 6.63 0.854924 31.5652 0.941622 31.5628 0.892081 31.409
112 6.69 0.862881 32.3232 0.941656 32.39 0.907053 32.2074
113 6.75 0.922753 33.1484 0.954511 33.2436 0.916221 33.0284
114 6.81 0.929416 33.9944 0.960616 34.118 0.963738 33.9074
115 6.87 0.942183 34.8672 0.978022 35.024 0.953873 34.7928
