# Time-averaged data for fix rdfout
# TimeStep Number-of-rows
# Row c_myrdf[1] c_myrdf[2] c_myrdf[3] c_myrdf[4] c_myrdf[5] c_myrdf[6] c_myrdf[7]
20000 200
50 2.97 2.43275 2.5616 1.37925 3.3268 1.81227 3.0352
51 3.03 2.12649 2.9448 1.29631 3.5604 1.71573 3.345
52 3.09 2.01696 3.3228 1.26781 3.798 1.441 3.6156
53 3.15 1.6944 3.6528 1.07209 4.0068 1.29849 3.869
54 3.21 1.63759 3.984 0.943392 4.1976 1.19317 4.1108
55 3.27 1.40271 4.2784 0.914809 4.3896 1.10984 4.3442
56 3.33 1.25337 4.5512 0.803115 4.5644 0.951907 4.5518
57 3.39 1.09059 4.7972 0.789125 4.7424 0.868072 4.748
58 3.45 0.948544 5.0188 0.799585 4.9292 0.784315 4.9316
59 3.51 0.870077 5.2292 0.721204 5.1036 0.778367 5.1202
60 3.57 0.94821 5.4664 0.684375 5.2748 0.744444 5.3068
61 3.63 0.798037 5.6728 0.660391 5.4456 0.710006 5.4908
62 3.69 0.719912 5.8652 0.62113 5.6116 0.666193 5.6692
63 3.75 0.698509 6.058 0.595617 5.776 0.679033 5.857
64 3.81 0.650008 6.2432 0.672471 5.9676 0.6382 6.0392
65 3.87 0.666749 6.4392 0.662667 6.1624 0.619923 6.2218
66 3.93 0.657102 6.6384 0.66238 6.3632 0.626817 6.4122
67 3.99 0.605486 6.8276 0.65797 6.5688 0.650266 6.6158
68 4.05 0.659741 7.04 0.688317 6.7904 0.646641 6.8244
69 4.11 0.588742 7.2352 0.70818 7.0252 0.684489 7.0518
70 4.17 0.637553 7.4528 0.723107 7.272 0.693004 7.2888
71 4.23 0.683376 7.6928 0.820052 7.56 0.72975 7.5456
72 4.29 0.647785 7.9268 0.84046 7.8636 0.77634 7.8266
73 4.35 0.595575 8.148 0.887439 8.1932 0.784092 8.1184
74 4.41 0.706273 8.4176 0.953574 8.5572 0.81676 8.4308
75 4.47 0.734358 8.7056 0.954665 8.9316 0.857582 8.7678
76 4.53 0.785544 9.022 1.01396 9.34 0.879615 9.1228
77 4.59 0.875414 9.384 1.09693 9.7936 0.970684 9.525
78 4.65 0.823751 9.7336 1.08106 10.2524 1.01258 9.9556
79 4.71 0.970092 10.156 1.12994 10.7444 1.0172 10.3994
80 4.77 1.02466 10.6136 1.11333 11.2416 1.04809 10.8684
81 4.83 1.03867 11.0892 1.18106 11.7824 1.0876 11.3674
82 4.89 1.08152 11.5968 1.1659 12.3296 1.12656 11.8972
83 4.95 1.11867 12.1348 1.18438 12.8992 1.17039 12.4612
84 5.01 1.17567 12.714 1.18703 13.484 1.18993 13.0486
85 5.07 1.19161 13.3152 1.19558 14.0872 1.20466 13.6576
86 5.13 1.21966 13.9452 1.19952 14.7068 1.23461 14.2966
87 5.19 1.18935 14.574 1.22869 15.3564 1.25568 14.9618
88 5.25 1.2126 15.23 1.16306 15.9856 1.2788 15.655
89 5.31 1.26269 15.9288 1.16945 16.6328 1.23383 16.3392
90 5.37 1.19364 16.6044 1.1371 17.2764 1.21594 17.0288
91 5.43 1.26003 17.3336 1.12594 17.928 1.18232 17.7144
92 5.49 1.21641 18.0532 1.13865 18.6016 1.15864 18.4012
93 5.55 1.15717 18.7528 1.04866 19.2356 1.15782 19.1026
94 5.61 1.18435 19.4844 1.05938 19.89 1.08698 19.7754
95 5.67 1.11758 20.1896 0.990165 20.5148 1.06537 20.449
96 5.73 1.12409 20.914 0.985055 21.1496 1.03915 21.12
97 5.79 1.05836 21.6104 0.959274 21.7808 1.02197 21.7938
98 5.85 1.05642 22.32 0.970664 22.4328 1.00081 22.4674
99 5.91 0.990731 22.9992 0.918381 23.0624 0.968951 23.133
100 5.97 0.988643 23.6908 0.920599 23.7064 0.922467 23.7796
101 6.03 0.984199 24.3932 0.869862 24.3272 0.923498 24.44
102 6.09 0.947318 25.0828 0.868192 24.9592 0.91444 25.107
103 6.15 0.948861 25.7872 0.898212 25.626 0.909859 25.7838
104 6.21 0.945411 26.5028 0.874069 26.2876 0.863091 26.4384
105 6.27 0.898892 27.1964 0.911333 26.9908 0.863983 27.1064
106 6.33 0.903802 27.9072 0.873286 27.6776 0.854535 27.7798
107 6.39 0.877925 28.6108 0.907373 28.4048 0.883641 28.4894
108 6.45 0.903796 29.3488 0.928779 29.1632 0.885367 29.2138
109 6.51 0.872306 30.0744 0.930973 29.9376 0.886639 29.9528
110 6.57 0.891856 30.83 0.933404 30.7284 0.883476 30.7028
111 6.63 0.898505 31.6052 0.912414 31.5156 0.882364 31.4656
112 6.69 0.887469 32.3848 0.954405 32.354 0.906826 32.2638
113 6.75 0.905309 33.1944 0.937066 33.192 0.924702 33.0924
114 6.81 0.917551 34.0296 1.01511 34.116 0.949266 33.9582
115 6.87 0.89814 34.8616 1.00523 35.0472 0.963138 34.8522
116 6.93 0.978134 35.7836 1.06385 36.05 0.986342 35.7838
117 6.99 0.923875 36.6696 1.03691 37.0444 0.973853 36.7196
118 7.05 1.00498 37.65 1.0464 38.0652 1.00441 37.7014
119 7.11 0.973984 38.6164 1.04977 39.1068 0.994164 38.6898
120 7.17 1.00255 39.628 1.08143 40.198 1.01419 39.7152
121 7.23 1.01249 40.6668 1.0195 41.244 1.04159 40.786
122 7.29 1.02733 41.7384 1.05303 42.3424 1.05724 41.891
123 7.35 1.02761 42.828 1.04798 43.4536 1.06772 43.0254
124 7.41 1.04666 43.956 1.08749 44.6256 1.0542 44.1638
125 7.47 1.08653 45.146 1.06936 45.7968 1.0829 45.3522
126 7.53 1.09264 46.362 1.02579 46.9384 1.07701 46.5532
127 7.59 1.06022 47.5608 1.0765 48.1556 1.08193 47.779
128 7.65 1.07395 48.7944 1.06908 49.3836 1.07476 49.016
129 7.71 1.08747 50.0632 1.06279 50.6236 1.05108 50.2448
130 7.77 1.0802 51.3432 1.04779 51.8652 1.07197 51.5176
131 7.83 1.0401 52.5948 1.02481 53.0984 1.06639 52.8034
132 7.89 1.04464 53.8712 1.04792 54.3788 1.05088 54.09
133 7.95 1.06601 55.1936 0.987337 55.6036 1.03508 55.3766
134 8.01 1.04407 56.5084 1.0104 56.876 1.03421 56.6816
135 8.07 1.02891 57.8236 1.01546 58.174 1.01296 57.979
136 8.13 1.01933 59.146 1.01317 59.4884 1.00791 59.2892
137 8.19 1.02542 60.496 0.988047 60.7892 1.00093 60.6096
138 8.25 1.02403 61.864 0.940192 62.0452 1.01496 61.9682
139 8.31 1.01992 63.2464 0.967981 63.3572 1.00345 63.331
140 8.37 1.03095 64.664 0.975679 64.6988 0.990131 64.6952
141 8.43 0.9974 66.0552 0.946067 66.0184 0.963351 66.0416
142 8.49 0.960451 67.414 0.943204 67.3528 0.958389 67.4002
143 8.55 0.962909 68.7956 0.978799 68.7572 0.952636 68.7698
144 8.61 0.972627 70.2108 0.94981 70.1392 0.956964 70.165
145 8.67 0.981172 71.6584 0.965719 71.564 0.947688 71.566
146 8.73 0.96586 73.1032 0.963454 73.0052 0.980875 73.0362
147 8.79 0.943751 74.5344 0.957731 74.4576 0.966871 74.5054
148 8.85 0.979656 76.0404 0.976013 75.958 0.978995 76.0134
149 8.91 0.958035 77.5332 0.961372 77.456 0.979048 77.542
150 8.97 0.952353 79.0372 0.968057 78.9848 0.971935 79.08
151 9.03 0.978979 80.604 0.978729 80.5512 0.982134 80.655
152 9.09 0.967577 82.1732 0.979663 82.14 0.999365 82.279
153 9.15 0.990468 83.8008 0.976837 83.7452 0.987759 83.9054
154 9.21 0.958625 85.3968 1.02037 85.444 0.991955 85.5602
155 9.27 0.94175 86.9852 0.978509 87.0944 0.992292 87.2372
156 9.33 0.966901 88.6372 0.992888 88.7908 1.01275 88.971
157 9.39 0.992259 90.3544 0.979777 90.4864 1.01115 90.7244
158 9.45 1.00024 92.1076 1.0315 92.2944 0.990266 92.4636
159 9.51 1.00005 93.8828 0.99667 94.0636 1.00637 94.2536
160 9.57 1.01136 95.7008 1.00891 95.8772 1.00756 96.0684
161 9.63 0.978138 97.4812 1.01835 97.7308 1.00996 97.9104
162 9.69 0.999488 99.3232 0.98755 99.5508 1.00518 99.7666
163 9.75 1.01081 101.209 1.00716 101.43 1.01916 101.672
164 9.81 1.03723 103.168 1.00377 103.326 1.02089 103.604
165 9.87 1.02403 105.126 1.02361 105.283 1.02512 105.568
166 9.93 1.04249 107.144 1.01521 107.248 1.01338 107.533
167 9.99 1.03756 109.176 1.03429 109.274 1.03681 109.568
168 10.05 1.001 111.161 1.02682 111.31 1.04843 111.651
169 10.11 1.03182 113.231 1.02963 113.375 1.02229 113.706
170 10.17 1.00549 115.272 0.996035 115.397 1.026 115.793
171 10.23 1.01769 117.362 0.995875 117.443 1.01458 117.881
172 10.29 0.98699 119.414 0.991032 119.502 1.02843 120.023
173 10.35 1.02029 121.559 1.03075 121.67 1.01597 122.163
174 10.41 1.02003 123.728 1.02229 123.844 0.995658 124.285
175 10.47 0.999451 125.879 0.994989 125.985 1.00126 126.444
176 10.53 1.02375 128.107 0.993607 128.147 0.999324 128.623
177 10.59 1.00491 130.319 1.00037 130.349 1.02086 130.875
178 10.65 0.999193 132.543 1.01285 132.604 1.00715 133.121
179 10.71 0.998867 134.792 0.980389 134.811 1.00228 135.382
180 10.77 0.985484 137.036 0.985308 137.054 0.986845 137.633
181 10.83 1.0262 139.398 1.00518 139.368 1.0049 139.951
182 10.89 0.970415 141.657 0.98949 141.672 0.978593 142.234
183 10.95 0.985135 143.975 0.989894 144.001 0.990713 144.57
184 11.01 0.98401 146.316 1.00654 146.396 1.00671 146.97
185 11.07 1.01545 148.759 1.00597 148.816 0.978977 149.329
186 11.13 0.97508 151.13 0.988406 151.219 0.976988 151.71
187 11.19 1.00046 153.588 0.98581 153.642 0.982539 154.129
188 11.25 0.983374 156.031 0.980314 156.077 1.00664 156.635
189 11.31 0.991608 158.521 0.975357 158.526 0.990181 159.126
190 11.37 0.997092 161.051 0.974549 160.998 0.985658 161.632
191 11.43 0.97308 163.546 0.992735 163.544 0.998689 164.198
192 11.49 0.988106 166.106 0.989341 166.108 1.00492 166.807
193 11.55 0.998796 168.722 1.00261 168.733 0.98361 169.388
194 11.61 0.994698 171.353 1.00483 171.391 0.982071 171.991
195 11.67 0.988087 173.994 0.991978 174.043 1.0006 174.671
196 11.73 1.006 176.711 0.987781 176.71 1.01093 177.407
197 11.79 0.987722 179.406 0.988308 179.407 1.02291 180.203
198 11.85 0.99458 182.147 1.00387 182.174 1.0112 182.996
199 11.91 0.990044 184.904 1.01705 185.005 0.989641 185.756
200 11.97 1.01072 187.746 1.00575 187.834 1.01332 188.612
35000 200
1 0.03 0 0 0 0 0 0
2 0.09 0 0 0 0 0 0
3 0.15 0 0 0 0 0 0
4 0.21 0 0 0 0 0 0
5 0.27 0 0 0 0 0 0
6 0.33 0 0 0 0 0 0
7 0.39 0 0 0 0 0 0
8 0.45 0 0 0 0 0 0
9 0.51 0 0 0 0 0 0
10 0.57 0 0 0 0 0 0
11 0.63 0 0 0 0 0 0
12 0.69 0 0 0 0 0 0
13 0.75 0 0 0 0 0 0
14 0.81 0 0 0 0 0 0
15 0.87 0 0 0 0 0 0
16 0.93 0 0 0 0 0 0
17 0.99 0 0 0 0 0 0
18 1.05 0 0 0 0 0 0
19 1.11 0 0 0 0 0 0
20 1.17 0 0 0 0 0 0
21 1.23 0 0 0 0 0 0
22 1.29 0 0 0 0 0 0
23 1.35 0 0 0 0 0 0
24 1.41 0 0 0 0 0 0
25 1.47 0 0 0 0 0 0
26 1.53 0 0 0 0 0 0
27 1.59 0 0 0 0 0 0
28 1.65 0 0 0 0 0 0
29 1.71 0 0 0 0 0 0
30 1.77 0 0 0 0 0 0
31 1.83 0 0 0 0 0 0
32 1.89 0 0 0 0 0 0
33 1.95 0 0 0 0 0 0
34 2.01 0 0 0 0 0 0
35 2.07 0 0 0 0 0 0
36 2.13 0 0 0 0 0 0
37 2.19 0 0 0.0424895 0.004 0.00212022 0.0002
38 2.25 0 0 0.221395 0.026 0.00200866 0.0004
39 2.31 0 0 0.714151 0.1008 0.0438305 0.005
40 2.37 0 0 1.34602 0.2492 0.22087 0.0294
41 2.43 0.0276091 0.0032 2.1259 0.4956 0.623406 0.1018
42 2.49 0.236652 0.032 2.67548 0.8212 1.30062 0.2604
43 2.55 0.554715 0.1028 2.68896 1.1644 1.93293 0.5076
44 2.61 1.12782 0.2536 2.77317 1.5352 2.48549 0.8406
45 2.67 1.78664 0.5036 2.52988 1.8892 2.66461 1.2142
46 2.73 2.22029 0.8284 2.08904 2.1948 2.75208 1.6176
47 2.79 2.63372 1.2308 2.10488 2.5164 2.6585 2.0246
48 2.85 2.73475 1.6668 1.86916 2.8144 2.43131 2.413
49 2.91 2.51725 2.0852 1.5065 3.0648 2.2132 2.7816
50 2.97 2.36344 2.4944 1.44163 3.3144 1.92294 3.1152
51 3.03 2.2175 2.894 1.31407 3.5512 1.64152 3.4116
52 3.09 1.87823 3.246 1.07571 3.7528 1.4623 3.6862
53 3.15 1.74986 3.5868 1.04745 3.9568 1.33846 3.9474
54 3.21 1.59803 3.91 0.903837 4.1396 1.19909 4.1904
55 3.27 1.35697 4.1948 0.907185 4.33 1.07085 4.4156
56 3.33 1.06408 4.4264 0.819655 4.5084 0.959243 4.6248
57 3.39 1.10478 4.6756 0.753659 4.6784 0.947711 4.839
58 3.45 1.03586 4.9176 0.753356 4.8544 0.803112 5.027
59 3.51 0.898197 5.1348 0.716242 5.0276 0.799002 5.2206
60 3.57 0.857067 5.3492 0.6428 5.1884 0.678218 5.3906
61 3.63 0.776385 5.55 0.644926 5.3552 0.712321 5.5752
62 3.69 0.713925 5.7408 0.640587 5.5264 0.627356 5.7432
63 3.75 0.723145 5.9404 0.66083 5.7088 0.700004 5.9368
64 3.81 0.633161 6.1208 0.586832 5.876 0.640302 6.1196
65 3.87 0.628649 6.3056 0.713013 6.0856 0.636218 6.307
66 3.93 0.68613 6.5136 0.68613 6.2936 0.611673 6.4928
67 3.99 0.718134 6.738 0.66821 6.5024 0.597887 6.68
68 4.05 0.6088 6.934 0.747955 6.7432 0.639202 6.8862
69 4.11 0.606839 7.1352 0.705767 6.9772 0.636328 7.0976
70 4.17 0.615285 7.3452 0.73131 7.2268 0.694174 7.335
71 4.23 0.645791 7.572 0.776771 7.4996 0.714405 7.5864
72 4.29 0.673254 7.8152 0.851533 7.8072 0.766394 7.8638
73 4.35 0.69035 8.0716 0.855129 8.1248 0.757221 8.1456
74 4.41 0.779625 8.3692 0.968244 8.4944 0.81676 8.458
75 4.47 0.782295 8.676 1.00158 8.8872 0.84384 8.7896
76 4.53 0.85804 9.0216 1.04772 9.3092 0.956427 9.1756
77 4.59 0.851232 9.3736 1.07178 9.7524 0.923863 9.5584
78 4.65 0.901037 9.756 1.0754 10.2088 1.05538 10.0072
79 4.71 0.946207 10.168 1.1529 10.7108 1.01445 10.4498
80 4.77 0.961963 10.5976 1.14827 11.2236 1.09189 10.9384
81 4.83 1.05614 11.0812 1.13651 11.744 1.10591 11.4458
82 4.89 1.11902 11.6064 1.223 12.318 1.11636 11.9708
83 4.95 1.11368 12.142 1.16109 12.8764 1.14922 12.5246
84 5.01 1.12289 12.6952 1.25118 13.4928 1.21059 13.1222
85 5.07 1.19399 13.2976 1.18368 14.09 1.17222 13.7148
86 5.13 1.22275 13.9292 1.21191 14.716 1.23461 14.3538
87 5.19 1.24534 14.5876 1.17271 15.336 1.21944 14.9998
88 5.25 1.21408 15.2444 1.25031 16.0124 1.20759 15.6544
89 5.31 1.19547 15.906 1.17812 16.6644 1.19669 16.318
90 5.37 1.25724 16.6176 1.13286 17.3056 1.20959 17.004
91 5.43 1.24897 17.3404 1.11488 17.9508 1.17542 17.6856
92 5.49 1.21438 18.0588 1.08929 18.5952 1.13907 18.3608
93 5.55 1.23524 18.8056 1.0963 19.258 1.16146 19.0644
94 5.61 1.19147 19.5416 1.08074 19.9256 1.1054 19.7486
95 5.67 1.13406 20.2572 1.01869 20.5684 1.09921 20.4436
96 5.73 1.08437 20.956 0.983813 21.2024 1.04038 21.1154
97 5.79 1.05593 21.6508 0.964745 21.8372 1.02136 21.7888
98 5.85 1.03974 22.3492 0.920046 22.4552 0.979717 22.4482
99 5.91 1.01524 23.0452 0.91488 23.0824 0.973318 23.1168
100 5.97 0.929176 23.6952 0.930891 23.7336 0.953567 23.7852
101 6.03 0.98476 24.398 0.86762 24.3528 0.912032 24.4374
102 6.09 0.946219 25.0868 0.905008 25.0116 0.906488 25.0986
103 6.15 0.895517 25.7516 0.86696 25.6552 0.889156 25.76
104 6.21 0.847646 26.3932 0.8598 26.306 0.90502 26.4464
105 6.27 0.921183 27.104 0.89941 27 0.871226 27.12
106 6.33 0.857519 27.7784 0.877355 27.69 0.903771 27.8322
107 6.39 0.910367 28.508 0.856464 28.3764 0.869943 28.5308
108 6.45 0.849911 29.202 0.899387 29.1108 0.908833 29.2744
109 6.51 0.871825 29.9272 0.874711 29.8384 0.909674 30.0326
110 6.57 0.892328 30.6832 0.925378 30.6224 0.911512 30.8064
111 6.63 0.865124 31.4296 0.888769 31.3892 0.894626 31.5798
112 6.69 0.870166 32.194 0.944388 32.2188 0.94568 32.4122
113 6.75 0.887417 32.9876 0.964351 33.0812 0.961083 33.2734
114 6.81 0.8947 33.802 0.959737 33.9548 0.949924 34.1398
115 6.87 0.948228 34.6804 0.945205 34.8304 0.994596 35.063
116 6.93 0.924241 35.5516 1.01378 35.786 0.99693 36.0046
117 6.99 0.942645 36.4556 1.03399 36.7776 0.99758 36.9632
118 7.05 1.00703 37.438 0.977922 37.7316 1.02753 37.9676
119 7.11 1.00261 38.4328 1.03244 38.756 1.01126 38.973
120 7.17 0.996601 39.4384 1.05805 39.8236 1.01597 40.0002
121 7.23 1.02028 40.4852 1.0698 40.9212 1.05443 41.0842
122 7.29 1.00893 41.5376 1.035 42.0008 1.05456 42.1864
123 7.35 1.04949 42.6504 1.06118 43.126 1.07224 43.3256
124 7.41 1.03404 43.7648 1.0578 44.266 1.06254 44.473
125 7.47 1.03247 44.8956 1.04854 45.4144 1.08435 45.663
126 7.53 1.04987 46.064 1.06748 46.6024 1.0562 46.8408
127 7.59 1.11647 47.3264 1.07579 47.8188 1.07982 48.0642
128 7.65 1.05445 48.5376 1.05236 49.0276 1.06677 49.292
129 7.71 1.02782 49.7368 1.05696 50.2608 1.06255 50.5342
130 7.77 1.06264 50.996 1.07243 51.5316 1.06523 51.799
131 7.83 1.0667 52.2796 1.03312 52.7748 1.05245 53.068
132 7.89 1.07836 53.5972 1.03024 54.0336 1.03716 54.3378
133 7.95 1.05795 54.9096 1.03635 55.3192 1.05165 55.645
134 8.01 1.04598 56.2268 1.01453 56.5968 1.03596 56.9522
135 8.07 1.05927 57.5808 0.999186 57.874 1.02576 58.266
136 8.13 1.04523 58.9368 0.990968 59.1596 1.02514 59.5986
137 8.19 1.01813 60.2772 0.992908 60.4668 1.02534 60.9512
138 8.25 1.00427 61.6188 0.991992 61.792 0.99987 62.2896
139 8.31 1.00103 62.9756 0.949978 63.0796 0.995792 63.642
140 8.37 1.01524 64.3716 0.989933 64.4408 0.987808 65.003
141 8.43 1.02264 65.798 0.972737 65.7976 0.982955 66.3768
142 8.49 0.968085 67.1676 0.96554 67.1636 0.974613 67.7584
143 8.55 0.989393 68.5872 0.95343 68.5316 0.965991 69.1472
144 8.61 0.983899 70.0188 0.94871 69.912 0.954495 70.5388
145 8.67 0.990662 71.4804 0.97087 71.3444 0.959864 71.9578
146 8.73 0.950886 72.9028 0.950351 72.766 0.936308 73.3612
147 8.79 0.940059 74.3284 0.947444 74.2028 0.964766 74.8272
148 8.85 0.927876 75.7548 0.965865 75.6876 0.9751 76.3292
149 8.91 0.941862 77.2224 0.952901 77.1724 0.951635 77.815
150 8.97 0.959952 78.7384 0.971096 78.706 0.959169 79.3328
151 9.03 0.97248 80.2948 0.989726 80.29 0.96193 80.8754
152 9.09 0.963138 81.8568 0.987555 81.8916 0.982011 82.4712
153 9.15 0.943002 83.4064 0.996067 83.5284 0.968081 84.0652
154 9.21 0.951177 84.99 0.981209 85.162 1.00155 85.736
155 9.27 1.00104 86.6784 1.0129 86.8704 0.974895 87.3836
156 9.33 0.970413 88.3364 1.01489 88.6044 1.02233 89.1338
157 9.39 0.977004 90.0272 1.01514 90.3612 1.0025 90.8722
158 9.45 0.988371 91.7596 1.00389 92.1208 0.99334 92.6168
159 9.51 1.01312 93.558 0.986304 93.8716 1.00154 94.3982
160 9.57 1.01559 95.3836 1.04207 95.7448 1.01722 96.2304
161 9.63 1.00143 97.2064 1.03198 97.6232 1.00053 98.0552
162 9.69 1.0238 99.0932 1.00405 99.4736 1.03659 99.9694
163 9.75 1.01081 100.979 1.04725 101.428 1.00771 101.853
164 9.81 1.01309 102.893 1.0349 103.382 1.0285 103.8
165 9.87 1.00981 104.824 1.02717 105.346 1.02564 105.765
166 9.93 1.03092 106.819 1.02286 107.326 1.00823 107.72
167 9.99 1.0345 108.845 1.02388 109.332 1.03457 109.751
168 10.05 1.01653 110.86 1.01835 111.35 0.996578 111.73
169 10.11 1.01826 112.903 1.00809 113.373 1.03513 113.811
170 10.17 1.02264 114.979 1.04628 115.497 1.0432 115.933
171 10.23 1.01885 117.072 0.99568 117.542 1.01925 118.031
172 10.29 1.01451 119.18 1.02625 119.675 1.01604 120.147
173 10.35 1.01039 121.305 1.01306 121.805 1.02575 122.308
174 10.41 1.00499 123.442 0.982044 123.894 1.00485 124.449
175 10.47 1.05169 125.705 1.00763 126.062 0.996524 126.598
176 10.53 0.995445 127.872 0.992688 128.222 1.00373 128.787
177 10.59 1.02127 130.12 1.00364 130.431 1.01206 131.019
178 10.65 1.01087 132.37 0.971163 132.593 1.01898 133.292
179 10.71 0.997623 134.616 0.977724 134.794 0.991372 135.528
180 10.77 1.02519 136.95 0.979335 137.024 0.992631 137.793
181 10.83 1.01039 139.276 0.988669 139.3 1.01002 140.122
182 10.89 1.01269 141.633 0.9699 141.558 0.984767 142.419
183 10.95 0.990744 143.965 0.988364 143.884 0.993258 144.761
184 11.01 0.997796 146.339 0.97779 146.21 0.982294 147.103
185 11.07 0.990668 148.722 1.01179 148.644 0.987276 149.483
186 11.13 0.991202 151.132 0.979522 151.025 0.985936 151.885
187 11.19 0.960094 153.491 0.98288 153.441 0.994152 154.333
188 11.25 0.983052 155.933 0.971297 155.854 0.978996 156.77
189 11.31 0.981571 158.398 0.966595 158.28 0.97921 159.233
190 11.37 0.971712 160.863 0.991575 160.796 0.981646 161.729
191 11.43 1.00319 163.436 0.994607 163.347 0.984445 164.258
192 11.49 0.979461 165.974 0.986871 165.904 1.0134 166.889
193 11.55 0.969006 168.511 1.01071 168.55 0.990928 169.489
194 11.61 1.00196 171.162 0.995605 171.184 0.996783 172.132
195 11.67 0.989883 173.808 0.98689 173.822 1.00911 174.834
196 11.73 0.980079 176.454 1.01548 176.565 1.00103 177.543
197 11.79 0.997692 179.176 0.996519 179.284 1.00594 180.293
198 11.85 0.985727 181.893 1.00242 182.046 1.00686 183.074
199 11.91 1.00599 184.694 1.02639 184.904 0.99466 185.849
200 11.97 0.982419 187.457 1.0039 187.727 1.00466 188.68
40000 200
1 0.03 0 0 0 0 0 0
2 0.09 0 0 0 0 0 0
3 0.15 0 0 0 0 0 0
4 0.21 0 0 0 0 0 0
5 0.27 0 0 0 0 0 0
6 0.33 0 0 0 0 0 0
7 0.39 0 0 0 0 0 0
8 0.45 0 0 0 0 0 0
9 0.51 0 0 0 0 0 0
10 0.57 0 0 0 0 0 0
11 0.63 0 0 0 0 0 0
12 0.69 0 0 0 0 0 0
13 0.75 0 0 0 0 0 0
14 0.81 0 0 0 0 0 0
15 0.87 0 0 0 0 0 0
16 0.93 0 0 0 0 0 0
17 0.99 0 0 0 0 0 0
18 1.05 0 0 0 0 0 0
19 1.11 0 0 0 0 0 0
20 1.17 0 0 0 0 0 0
21 1.23 0 0 0 0 0 0
22 1.29 0 0 0 0 0 0
23 1.35 0 0 0 0 0 0
24 1.41 0 0 0 0 0 0
25 1.47 0 0 0 0 0 0
26 1.53 0 0 0 0 0 0
27 1.59 0 0 0 0 0 0
28 1.65 0 0 0 0 0 0
29 1.71 0 0 0 0 0 0
30 1.77 0 0 0 0 0 0
31 1.83 0 0 0 0 0 0
32 1.89 0 0 0 0 0 0
33 1.95 0 0 0 0 0 0
34 2.01 0 0 0 0 0 0
35 2.07 0 0 0 0 0 0
36 2.13 0 0 0.00449168 0.0004 0 0
37 2.19 0 0 0.0637342 0.0064 0 0
38 2.25 0 0 0.213345 0.0276 0.00602598 0.0006
39 2.31 0 0 0.698875 0.1008 0.0362078 0.0044
40 2.37 0.00362808 0.0004 1.29522 0.2436 0.190093 0.0254
41 2.43 0.0276091 0.0036 2.12245 0.4896 0.659571 0.102
42 2.49 0.177489 0.0252 2.43554 0.786 1.24322 0.2536
43 2.55 0.58292 0.0996 2.67642 1.1276 1.93762 0.5014
44 2.61 1.15175 0.2536 2.833 1.5064 2.40786 0.824
45 2.67 1.91241 0.5212 2.52702 1.86 2.74877 1.2094
46 2.73 2.31052 0.8592 2.31326 2.1984 2.81211 1.6216
47 2.79 2.54471 1.248 1.96874 2.4992 2.59971 2.0196
48 2.85 2.70213 1.6788 1.76379 2.7804 2.37873 2.3996
49 2.91 2.68331 2.1248 1.52335 3.0336 2.2108 2.7678
50 2.97 2.30106 2.5232 1.46473 3.2872 1.92294 3.1014
51 3.03 2.09985 2.9016 1.23194 3.5092 1.74564 3.4166
52 3.09 1.91238 3.26 1.112 3.7176 1.52407 3.7028
53 3.15 1.70672 3.5924 0.955026 3.9036 1.36818 3.9698
54 3.21 1.52288 3.9004 0.862304 4.078 1.28495 4.2302
55 3.27 1.37221 4.1884 0.882409 4.2632 1.10223 4.462
56 3.33 1.2497 4.4604 0.843547 4.4468 0.906971 4.6598
57 3.39 1.07463 4.7028 0.727059 4.6108 0.883115 4.8594
58 3.45 0.974226 4.9304 0.672884 4.768 0.849248 5.0582
59 3.51 0.856844 5.1376 0.71955 4.942 0.744524 5.2386
60 3.57 0.85227 5.3508 0.714756 5.1208 0.718114 5.4186
61 3.63 0.75164 5.5452 0.67895 5.2964 0.682995 5.5956
62 3.69 0.728892 5.74 0.609156 5.4592 0.669927 5.775
63 3.75 0.739086 5.944 0.614456 5.6288 0.644322 5.9532
64 3.81 0.685106 6.1392 0.613507 5.8036 0.624189 6.1314
65 3.87 0.647699 6.3296 0.676274 6.0024 0.650477 6.323
66 3.93 0.605642 6.5132 0.657102 6.2016 0.634059 6.5156
67 3.99 0.618287 6.7064 0.711734 6.424 0.692425 6.7324
68 4.05 0.611285 6.9032 0.73056 6.6592 0.642922 6.9398
69 4.11 0.602013 7.1028 0.732308 6.902 0.680877 7.166
70 4.17 0.611769 7.3116 0.773501 7.166 0.715227 7.4106
71 4.23 0.66857 7.5464 0.83258 7.4584 0.697355 7.656
72 4.29 0.707581 7.802 0.850425 7.7656 0.737108 7.9228
73 4.35 0.731276 8.0736 0.887439 8.0952 0.755072 8.2038
74 4.41 0.754476 8.3616 0.921089 8.4468 0.852317 8.5298
75 4.47 0.809833 8.6792 0.960785 8.8236 0.822973 8.8532
76 4.53 0.775613 8.9916 0.937488 9.2012 0.929667 9.2284
77 4.59 0.835755 9.3372 1.0476 9.6344 0.969718 9.6302
78 4.65 0.893497 9.7164 1.07163 10.0892 0.964138 10.0402
79 4.71 0.942533 10.1268 1.07022 10.5552 1.00024 10.4766
80 4.77 1.00227 10.5744 1.16707 11.0764 1.12183 10.9786
81 4.83 1.02207 11.0424 1.16709 11.6108 1.12988 11.497
82 4.89 1.06448 11.542 1.20936 12.1784 1.11763 12.0226
